##############################################################################################
#                         CosmicWatch: The Desktop Muon Detector v2.1
#                                  Questions? saxani@udel.edu
68008	6139.887732	0	461	35.8	16.866137	24.7	7287
68009	6139.890997	0	813	67.7	16.866403	24.7	7287
68010	6139.951283	0	556	44.7	16.866652	24.7	7287
68011	6139.972127	0	2605	215.6	16.866918	24.7	7287
68012	6140.007117	0	2391	198.1	16.867159	24.7	7287
68013	6140.02033	0	778	64.4	16.867412	24.7	7287
68014	6140.04129	0	593	48.2	16.867662	24.7	7287
68015	6140.055561	0	856	71.8	16.867908	24.7	7287
68016	6140.082977	0	131	5.2	16.868145	24.7	7287
68017	6140.101455	0	629	51.5	16.868384	24.7	7287
68018	6140.112144	0	830	69.3	16.868628	24.7	7287
68019	6140.119095	0	602	49.1	16.86887	24.7	7287
68020	6140.12043	0	1607	135.4	16.869113	24.7	7287
68021	6140.182738	0	1273	107.6	16.869351	24.7	7287
68022	6140.187093	0	1749	146.8	16.869604	24.7	7287
68023	6140.203172	0	677	55.5	16.869861	24.7	7287
68024	6140.207043	0	1465	123.6	16.870104	24.7	7287
68025	6140.233719	0	2025	168.6	16.870345	24.7	7287
68026	6140.236947	0	496	39.0	16.870597	24.7	7287
68027	6140.261893	0	2510	207.8	16.87083	24.7	7287
68028	6140.272406	0	1426	120.3	16.871094	24.7	7287
68029	6140.296168	0	1298	109.7	16.87134	24.7	7287
68030	6140.325755	0	449	34.8	16.871587	24.7	7287
68031	6140.330665	0	640	52.4	16.871837	24.7	7287
68032	6140.337817	0	1881	157.3	16.87207	24.7	7287
68033	6140.345437	0	2615	216.4	16.872315	24.7	7282
68034	6140.37878	0	429	32.9	16.872554	24.7	7282
68035	6140.387193	0	171	9.3	16.872804	24.7	7282
68036	6140.394699	0	3560	306.6	16.873047	24.7	7282
68037	6140.411873	0	3556	306.2	16.873298	24.7	7282
68038	6140.440614	0	1474	124.3	16.873548	24.7	7282
68039	6140.450701	0	3576	308.1	16.873804	24.7	7282
68040	6140.455725	0	337	24.8	16.87405	24.7	7282
68041	6140.474315	0	719	59.0	16.874307	24.7	7282
68042	6140.479364	0	870	73.1	16.874567	24.7	7282
68043	6140.482809	0	649	53.1	16.874825	24.7	7282
68044	6140.512527	0	924	78.1	16.87506	24.7	7282
68045	6140.527607	0	184	10.6	16.875306	24.7	7282
68046	6140.528676	0	1616	136.1	16.875559	24.7	7282
68047	6140.540935	0	395	29.9	16.875795	24.7	7282
68048	6140.543426	0	1589	133.9	16.87604	24.7	7282
68049	6140.547019	0	864	72.5	16.876296	24.7	7282
68050	6140.568082	0	413	31.5	16.876543	24.7	7282
68051	6140.572443	0	1847	154.6	16.876786	24.7	7282
68052	6140.636166	0	2660	220.1	16.877029	24.7	7282
68053	6140.679558	0	174	9.6	16.877279	24.7	7282
68054	6140.700641	0	1893	158.2	16.877532	24.7	7282
68055	6140.711798	0	484	37.9	16.87778	24.7	7282
68056	6140.712467	0	515	40.8	16.878034	24.7	7282
68057	6140.719559	0	601	49.0	16.878264	24.7	7282
68058	6140.723407	0	1161	98.2	16.878517	24.7	7282
68059	6140.754704	0	267	18.6	16.878764	24.7	7282
68060	6140.776651	0	162	8.4	16.879014	24.7	7282
