##############################################################################################
#                         CosmicWatch: The Desktop Muon Detector v2.1
#                                  Questions? saxani@udel.edu
68111	6139.898391	0	2254	186.9	16.904254	28.4	6931
68112	6139.938316	0	602	49.1	16.904507	28.4	6931
68113	6139.970936	0	1486	125.3	16.904766	28.4	6931
68114	6140.007667	0	1217	102.9	16.905022	28.4	6931
68115	6140.021925	0	446	34.5	16.905268	28.4	6931
68116	6140.096032	0	175	9.7	16.905513	28.4	6931
68117	6140.106321	0	2534	209.8	16.905754	28.4	6931
68118	6140.154527	0	1429	120.6	16.906001	28.4	6931
68119	6140.189757	0	950	80.5	16.906254	28.4	6931
68120	6140.197664	0	1477	124.6	16.906501	28.4	6927
68121	6140.219439	0	628	51.4	16.90676	28.4	6927
68122	6140.225769	0	409	31.1	16.907023	28.4	6927
68123	6140.235655	0	966	81.9	16.907268	28.4	6927
68124	6140.246342	0	913	77.1	16.907508	28.4	6927
68125	6140.253291	0	940	79.6	16.907752	28.4	6927
68126	6140.254619	0	870	73.1	16.907992	28.4	6927
68127	6140.287787	0	387	29.2	16.908231	28.4	6927
68128	6140.318272	0	241	16.2	16.908475	28.4	6927
68129	6140.337368	0	709	58.2	16.90873	28.4	6927
68130	6140.348727	0	157	7.9	16.908974	28.4	6927
68131	6140.349864	0	325	23.7	16.909223	28.4	6927
68132	6140.367915	0	2177	180.7	16.909446	28.4	6927
68133	6140.396089	0	1572	132.5	16.909694	28.4	6927
68134	6140.403546	0	1644	138.5	16.909949	28.4	6927
68135	6140.406596	0	556	44.7	16.910205	28.4	6927
68136	6140.450853	0	524	41.6	16.910432	28.4	6927
68137	6140.464867	0	994	84.2	16.910683	28.4	6927
68138	6140.466733	0	930	78.7	16.910941	28.4	6927
68139	6140.470208	0	216	13.7	16.91117	28.4	6927
68140	6140.472013	0	1893	158.2	16.91141	28.4	6927
68141	6140.505628	0	139	6.1	16.911636	28.4	6927
68142	6140.512984	0	1434	121.0	16.911889	28.4	6927
68143	6140.514874	0	1089	92.2	16.912155	28.4	6927
68144	6140.537302	0	368	27.5	16.912397	28.4	6927
68145	6140.546056	0	271	19.0	16.912641	28.4	6927
68146	6140.564819	0	172	9.4	16.912897	28.4	6927
68147	6140.566933	0	141	6.3	16.91313	28.4	6927
68148	6140.574805	0	774	64.1	16.913368	28.4	6927
68149	6140.576695	0	2629	217.6	16.913616	28.4	6927
68150	6140.5849	0	3604	310.6	16.913847	28.4	6927
68151	6140.589923	0	592	48.1	16.914106	28.4	6927
68152	6140.61036	0	458	35.6	16.914359	28.4	6927
68153	6140.651515	0	530	42.2	16.914619	28.4	6924
68154	6140.657158	0	160	8.2	16.914881	28.4	6924
68155	6140.681213	0	542	43.4	16.915137	28.4	6924
68156	6140.683061	0	3534	304.2	16.915396	28.4	6924
68157	6140.705066	0	529	42.1	16.915641	28.4	6924
68158	6140.706641	0	1342	113.3	16.915898	28.4	6924
68159	6140.74766	0	3067	261.0	16.916121	28.4	6924
68160	6140.757443	0	3584	308.8	16.916372	28.4	6924
68161	6140.79953	0	1370	115.7	16.916626	28.4	6924
68162	6140.812463	0	232	15.3	16.91688	28.4	6924
68163	6140.816838	0	886	74.6	16.917121	28.4	6924
68164	6140.846668	0	1225	103.6	16.917364	28.4	6924
68165	6140.968066	0	894	75.3	16.917626	28.4	6924
68166	6141.010096	0	476	37.2	16.917876	28.4	6924
68167	6141.011949	0	342	25.2	16.91812	28.4	6924
68168	6141.013745	0	769	63.6	16.918375	28.4	6924
68169	6141.028708	0	305	22.0	16.918596	28.4	6924
68170	6141.043003	0	323	23.5	16.918852	28.4	6924
68171	6141.046321	0	2707	224.8	16.919106	28.4	6924
68172	6141.063345	0	315	22.8	16.919339	28.4	6924
68173	6141.077414	0	677	55.5	16.919596	28.4	6924
68174	6141.093692	0	966	81.9	16.919847	28.4	6924
68175	6141.123237	0	364	27.1	16.920089	28.4	6920
68176	6141.128282	0	3603	310.6	16.92035	28.4	6920
68177	6141.137796	0	257	17.7	16.920586	28.4	6920
68178	6141.141728	0	965	81.8	16.920842	28.4	6920
68179	6141.15363	0	629	51.5	16.921095	28.4	6920
68180	6141.154621	0	2413	199.9	16.92134	28.4	6920
68181	6141.18088	0	321	23.4	16.921579	28.4	6920
68182	6141.184233	0	1376	116.2	16.921834	28.4	6920
68183	6141.210662	0	2020	168.2	16.922083	28.4	6920
68184	6141.251215	0	776	64.2	16.922331	28.4	6920
68185	6141.264556	0	297	21.3	16.922574	28.4	6920
68186	6141.292683	0	254	17.4	16.922819	28.4	6920
68187	6141.318407	0	1771	148.6	16.923071	28.4	6920
68188	6141.346249	0	174	9.6	16.923325	28.4	6920
68189	6141.361153	0	469	36.6	16.923573	28.4	6920
68190	6141.3629	0	3529	303.7	16.923831	28.4	6920
68191	6141.364517	0	520	41.3	16.924074	28.4	6920
68192	6141.382875	0	1382	116.7	16.924308	28.4	6920
68193	6141.390744	0	1967	164.1	16.92456	28.4	6920
68194	6141.408886	0	238	15.9	16.924823	28.4	6920
68195	6141.416816	0	3137	268.1	16.925074	28.4	6920
68196	6141.431648	0	163	8.5	16.925324	28.4	6920
68197	6141.444824	0	3548	305.5	16.92556	28.4	6920
68198	6141.449945	0	229	15.0	16.925804	28.4	6920
68199	6141.452499	0	3583	308.7	16.926046	28.4	6920
68200	6141.454076	0	2131	177.0	16.926303	28.4	6920
68201	6141.474459	0	170	9.2	16.926537	28.4	6920
68202	6141.500722	0	217	13.8	16.926793	28.4	6920
68203	6141.503389	0	1150	97.3	16.927043	28.4	6920
68204	6141.536881	0	789	65.5	16.927285	28.4	6920
68205	6141.560998	0	1695	142.6	16.92754	28.4	6916
68206	6141.594751	0	872	73.3	16.927783	28.4	6916
68207	6141.598555	0	965	81.8	16.928033	28.4	6916
68208	6141.620964	0	858	71.9	16.928271	28.4	6916
68209	6141.642607	0	711	58.3	16.928513	28.4	6916
68210	6141.682022	0	784	65.0	16.928754	28.4	6916
68211	6141.705197	0	601	49.0	16.929	28.4	6916
68212	6141.717207	0	642	52.5	16.929242	28.4	6916
68213	6141.727856	0	743	61.2	16.929505	28.4	6916
68214	6141.753595	0	217	13.8	16.92975	28.4	6916
