##############################################################################################
#                         CosmicWatch: The Desktop Muon Detector v2.1
#                                  Questions? saxani@udel.edu
64168	6139.879813	0	504	39.7	15.931176	26.5	7271
64169	6139.885165	0	285	20.2	15.931412	26.5	7271
64170	6139.900254	0	191	11.3	15.931654	26.5	7271
64171	6139.951748	0	1925	160.7	15.931904	26.5	7271
64172	6139.978878	0	737	60.6	15.932155	26.5	7271
64173	6139.985583	0	2198	182.4	15.932398	26.5	7271
64174	6139.996476	0	141	6.3	15.932653	26.5	7271
64175	6140.006232	0	1865	156.0	15.932902	26.5	7271
64176	6140.024784	0	1734	145.7	15.933157	26.5	7271
64177	6140.035467	0	849	71.1	15.933406	26.5	7271
64178	6140.04241	0	812	67.6	15.933655	26.5	7271
64179	6140.04981	0	992	84.0	15.93391	26.5	7271
64180	6140.090446	0	134	5.5	15.934165	26.5	7271
64181	6140.103391	0	166	8.8	15.934407	26.5	7271
64182	6140.127998	0	1381	116.6	15.934644	26.5	7266
64183	6140.152452	0	560	45.1	15.934903	26.5	7266
64184	6140.157034	0	994	84.2	15.935153	26.5	7266
64185	6140.164675	0	2254	186.9	15.935407	26.5	7266
64186	6140.181569	0	235	15.6	15.935659	26.5	7266
64187	6140.185208	0	812	67.6	15.93592	26.5	7266
64188	6140.237291	0	696	57.1	15.936173	26.5	7266
64189	6140.239978	0	611	49.9	15.93643	26.5	7266
64190	6140.270001	0	666	54.6	15.936663	26.5	7266
64191	6140.274533	0	972	82.4	15.936922	26.5	7266
64192	6140.285448	0	462	35.9	15.937148	26.5	7266
64193	6140.30465	0	138	5.9	15.937393	26.5	7266
64194	6140.316907	0	1144	96.8	15.937659	26.5	7266
64195	6140.374024	0	2448	202.8	15.937898	26.5	7266
64196	6140.376398	0	1372	115.8	15.938143	26.5	7266
64197	6140.379045	0	584	47.4	15.938386	26.5	7266
64198	6140.391652	0	1269	107.2	15.938637	26.5	7266
64199	6140.392151	0	403	30.6	15.938893	26.5	7266
64200	6140.407372	0	156	7.8	15.939124	26.5	7266
64201	6140.443912	0	1163	98.4	15.939367	26.5	7266
64202	6140.471624	0	1192	100.8	15.939619	26.5	7266
